[     992ms] [INFO] LegacyDataMixin will be applied to all legacy elements.
[   14797ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   14797ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   14797ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   19399ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   19399ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   19399ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   25072ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   25072ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   25072ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   29889ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   29889ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   29889ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   36085ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   36085ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   36085ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   42800ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   42800ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   42800ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   46123ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   46124ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   46124ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   51122ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   51122ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   51122ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   57285ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   57285ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   57285ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   63809ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   63809ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   63809ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   68089ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   68089ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   68089ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   72485ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   72485ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   72485ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   78322ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   78322ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   78322ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   83135ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   83135ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   83135ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   89086ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   89087ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   89087ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   94148ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   94149ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[   94149ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  105484ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  105484ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  105484ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  113797ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  113797ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  113797ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  125026ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  125026ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  125026ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  143810ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  143810ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  143810ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  162802ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  162802ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  162802ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  166523ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  166523ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  166523ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  173810ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  173810ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  173810ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  183809ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  183809ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  183809ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  203798ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  203798ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  203798ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  233823ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  233823ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  233823ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  239460ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  239460ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  239460ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  242799ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  242799ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  242799ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  263811ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  263811ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  263811ms] [WARNING] The resource https://i.ytimg.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=IH0oakdExE4&t=14s:0
[  275726ms] [ERROR] Access to XMLHttpRequest at 'https://ad.doubleclick.net/ddm/trackimp/N801211.2354704YOUTUBEIN/B35219806.441016423;dc_trk_aid=634570094;dc_trk_cid=250646459;dc_dbm_token=AOjeLNEAAAA6CjMKDAgAFQAAAAAdAAAAABIMCAAVAAAAAB0AAAAAIhMIzI3O_leoAq-bjgGwAqOY0-kDQDsQyq2JAejBblnRLWsg41b5qe79fcs=;ord=1624106051;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=;ltd=;dc_tdv=1;dc_rui=1;dc_exteid=1103751811599440610;dc_av=536;dc_sk=0;dc_ctype=83;dc_ref=http://www.youtube.com/video/p673vnLIOmA;dc_eps=AHas8cBNzZO72qYKNopCpO80Hm2UQu3KriShORFzGeoMLxn3yrB7meg8H_-boZ51b8s5bLziaWJHet9e5Churw;dc_pubid=2;dc_btype=23;dc_ext_key=EAIaIQobChMI_K-X0uDqkwMV7SEDBB39eRY0EAEYASAAEgL_TfD_BwE?ase=2&nis=6' from origin 'https://www.youtube.com' has been blocked by CORS policy: No 'Access-Control-Allow-Origin' header is present on the requested resource. @ https://www.youtube.com/watch?v=p673vnLIOmA:0
[  275726ms] [ERROR] Failed to load resource: net::ERR_FAILED @ https://ad.doubleclick.net/ddm/trackimp/N801211.2354704YOUTUBEIN/B35219806.441016423;dc_trk_aid=634570094;dc_trk_cid=250646459;dc_dbm_token=AOjeLNEAAAA6CjMKDAgAFQAAAAAdAAAAABIMCAAVAAAAAB0AAAAAIhMIzI3O_leoAq-bjgGwAqOY0-kDQDsQyq2JAejBblnRLWsg41b5qe79fcs=;ord=1624106051;dc_lat=;dc_rdid=;tag_for_child_directed_treatment=;tfua=;ltd=;dc_tdv=1;dc_rui=1;dc_exteid=1103751811599440610;dc_av=536;dc_sk=0;dc_ctype=83;dc_ref=http://www.youtube.com/video/p673vnLIOmA;dc_eps=AHas8cBNzZO72qYKNopCpO80Hm2UQu3KriShORFzGeoMLxn3yrB7meg8H_-boZ51b8s5bLziaWJHet9e5Churw;dc_pubid=2;dc_btype=23;dc_ext_key=EAIaIQobChMI_K-X0uDqkwMV7SEDBB39eRY0EAEYASAAEgL_TfD_BwE?ase=2&nis=6:0
[  291248ms] [WARNING] The resource https://rr2---sn-ca51xoxu-5hql.googlevideo.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=p673vnLIOmA:0
[  291248ms] [WARNING] The resource https://rr2---sn-cvh76nle.c.youtube.com/generate_204 was preloaded using link preload but not used within a few seconds from the window's load event. Please make sure it has an appropriate `as` value and it is preloaded intentionally. @ https://www.youtube.com/watch?v=p673vnLIOmA:0
